dataset_label,department_label,course_code,subject,number,section,title,description,prerequisites,corequisites,restrictions,notes,delivery,source_file
maths,maths,MATH 1P98,MATH,1P98,MATHEMATICS COURSES,and,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P81,MATH,2P81,MATHEMATICS COURSES,", or permission by the instructor.",,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P40,MATH,3P40,MATHEMATICS COURSES,Mathematics Integrated with Computers and Applications III,Concepts and programming of contemporary models and simulations used in mathematics and sciences.,,,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,.,,,,,"students will develop a final project in their own discipline. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2F40,MATH,2F40,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P41,MATH,3P41,MATHEMATICS COURSES,Visual and Interactive Mathematics Through Programming,"Techniques in the visual representation of mathematical data and the interactive presentation of mathematical ideas by use of programming technology. Topics may include modelling and simulation, visualization of real world data, interactive learning environments, and related key issues in school education.",,,open to MATH (Honours) BSc/BEd (Intermediate/Senior) majors and MATH (Honours) with concentration in Mathematics Education.,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,1P06 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P40,MATH,2P40,MATHEMATICS COURSES,or permission of the instructor.,,,,,"mathematics majors may register. Students in other programs will require permission of the Department. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2F40,MATH,2F40,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P51,MATH,3P51,MATHEMATICS COURSES,Applied Mathematics with Maple,"Blending mathematical concepts with computations and visualization in Maple. Modelling of physical flows, waves and vibrations. Animation of the heat equation and wave equation; applications including vibrations of rectangular and circular drums, heat flow and diffusion, sound waves. Eigenfunctions and convergence theorems for Fourier eigenfunction series. Approximations, Gibbs phenomena, and asymptotic error analysis using Maple.",,,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,and,2P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P08,MATH,2P08,MATHEMATICS COURSES,or,2P40 .,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P52,MATH,3P52,MATHEMATICS COURSES,Partial Differential Equations in C++,"Analytic solution of first order PDEs (characteristic ODE systems and their analytic solution) and the numerical solution of first and second order PDEs (discretization, derivation and comparison of different finite difference equations, stability analysis, boundary conditions), the syntax of the C++ programming language, projects in C++ solving PDEs numerically.",,,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,and,2P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P08,MATH,2P08,MATHEMATICS COURSES,or,2P40 .,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P60,MATH,3P60,MATHEMATICS COURSES,Numerical Methods,"Survey of computational methods and algorithms; basic concepts (algorithm, computational cost, convergence, stability); roots of functions; linear systems; numerical integration and differentiation; Runge-Kutta method for ordinary differential equations; finite-difference method for partial differential equations; fast Fourier transform; Monte Carlo methods. Implementation of numerical algorithms in a scientific programming language.",,,,,"Lectures, 3 hours per week; lab, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,1P06 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P72,MATH,3P72,MATHEMATICS COURSES,Continuous Optimization,"Problems and methods in non-linear optimization. Classical optimization in R n : inequality constraints, Lagrangian, duality, convexity. Non-linear programming. Search methods for unconstrained optimization. Gradient methods for unconstrained optimization. Constrained optimization. Dynamic programming.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P75,MATH,3P75,MATHEMATICS COURSES,Theory of Financial Mathematics,"Mathematical models arising in modern investment practices. Compound interest, annuities, the time-value of money, Markowitz portfolio theory, efficient frontier, random walks, Brownian processes, future contracts, European and American options, and put-call parity. Introduction to Black-Scholes.",MATH /,,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 2P82,STAT,2P82,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P91,MATH,3P91,MATHEMATICS COURSES,Mathematics at the Junior/Intermediate/Senior Level,"A treatment of mathematics and its teaching and learning at the junior, intermediate and senior levels. A major portion of the course will involve directed projects.",three MATH credits.,,"open to MATH (Honours) BSc/BEd (Intermediate/Senior) majors, Elementary and Secondary Teaching Mathematics minors with a minimum of 9.0 overall credits.","Mathematics Integrated with Computers and Applications with a Concentration in Mathematics Education may register. Contact Department. Students in other programs will require permission of the Department. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lectures, seminar, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P94,MATH,3P94,MATHEMATICS COURSES,"Symmetry Groups, Matrix Representations and Applications","Symmetry groups, their invariants and matrix representations. Permutation groups, rotation groups. Representations of discrete and continuous groups by linear transformations (matrices). General properties and constructions of group representations. Representations of specific groups. Lie groups and Lie algebras. Applications in various areas of Mathematics and Theoretical Physics .",,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. *MATH 3P95 Introduction to Mathematical Physics (also offered as PHYS 3P95 ) Topics may include Calculus of variations, Lagrangian and Hamiltonian mechanics, field theory, differential forms, vector and polyvector fields, tensor fields, Lie derivative, connection, Riemannian metric, Lie groups and algebras, manifolds, and mathematical ideas of quantum mechanics. Applications to theoretical physics.","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,and,2P08 .,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,"is recommended. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",Completion of this course will replace previous assigned grade and credit obtained in MATH ( PHYS ) 4P64 .,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P96,MATH,3P96,MATHEMATICS COURSES,Computational Ergodic Theory and Dynamical Systems,"Orbits of maps, counting and invariant measures, shift transformation, ergodicity and Birkhoff ergodic theorem, central limit theorem for dynamical systems, Poincare recurrence theorem, entropy and data compression, Lyapunov exponent, invariant subspaces, construction of stable and unstable manifolds for maps, symbolic dynamics and topological entropy.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,",",2P12 and MATH /,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 2P81,STAT,2P81,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P97,MATH,3P97,MATHEMATICS COURSES,Introductory Topology,"Introduction to metric and topological spaces; connectedness, completeness, countability axioms, separation properties, covering properties, metrization of topological spaces.",,,,,"Lectures, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P03,MATH,3P03,MATHEMATICS COURSES,or Permission of the Instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P98,MATH,3P98,MATHEMATICS COURSES,Functional Analysis,"Introduction to the theory of normed linear spaces, fixed-point theorems, Stone-Weierstrass approximation on metric spaces and preliminary applications on sequence spaces.",,,,,"Lectures, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,and,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P03,MATH,3P03,MATHEMATICS COURSES,or Permission of the Instructor.,,one of,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. #MATH 3P99 Game Theory (also offered as ECON 3P99 ) Representation of Games. Strategies and payoff functions. Static and dynamic games of complete or incomplete information. Equilibria concepts: Nash, Bayesian Nash and Perfect Bayesian Nash equilibria. Convexity concepts, fixed points for correspondences and minimax. Core and Shapley value of a game. Refinements and Applications.","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P91,MATH,2P91,MATHEMATICS COURSES,(,"2P72 ), ECON 3P91 , 3Q91 .",,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P73,MATH,3P73,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4F90,MATH,4F90,MATHEMATICS COURSES,Honours Project,"Independent project in an area of pure or applied mathematics, or mathematics education.",,,"open to MATH (single or combined) majors with either a minimum of 14.0 credits, a minimum 70 percent major average and a minimum 60 percent non-major average or approval to year 4 (honours) and permission of the instructor.","carried out under the supervision of a faculty member. The supervisor must approve the topic in advance. Presentation of the project is required. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P03,MATH,4P03,MATHEMATICS COURSES,Advanced Real Analysis,"Lebesgue integration on R n ; differentiation and absolute continuity; Fubini's theorem; L p spaces, elementary theory of Banach and Hilbert spaces.",,,,,"Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P03,MATH,3P03,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P06,MATH,4P06,MATHEMATICS COURSES,Special Topics,"Advanced topics selected from ring theory, homological algebra, algebraic geometry, number theory, point-set topology, differential geometry, algebraic topology, ordinary or partial differential equations, dynamical systems or any other field of mathematics.",one of,,permission of the instructor.,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. *MATH 4P09 Solitons and Nonlinear Wave Equations (also offered as PHYS 4P09 ) Linear and nonlinear travelling waves. Nonlinear evolution equations (Korteweg de Vries, nonlinear Schrodinger, sine-Gordon). Soliton solutions and their interaction properties. Lax pairs, inverse scattering, zero-curvature equations and Backlund transformations, Hamiltonian structures, and conservation laws.","Lectures, 3 hours per week; lab/tutorial, 1 hour per week. Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P08,MATH,3P08,MATHEMATICS COURSES,",","3P09 , 3P51 , 3P52 .",,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P11,MATH,4P11,MATHEMATICS COURSES,Topics in Groups,"Advanced topics from group theory. Topics may include isomorphism theorems, Sylow theorems, finite abelian groups, free groups, nilpotent and solvable groups and some simple Lie groups.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P12,MATH,3P12,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P13,MATH,4P13,MATHEMATICS COURSES,Topics in Rings and Modules,"Advanced topics from ring theory. Topics may include radicals, Wedderburn-Artin theorems, modules over rings and some special rings.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P13,MATH,3P13,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P23,MATH,4P23,MATHEMATICS COURSES,Great Moments in Mathematics II,"Development of modern mathematics from medieval times to the present. Fibonacci's calculation revolution, the disputes over cubic equations, Pascal and probability, Fermat's last theorem, Newton and Calculus, Euler and infinite series, set theory and the possibilities of inconsistencies in mathematics.",,,,,"Lectures, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,1P06 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P23,MATH,3P23,MATHEMATICS COURSES,(,2P93 ).,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P93,MATH,3P93,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P30,MATH,4P30,MATHEMATICS COURSES,Advanced Topics in Actuarial Modeling,Selected topics from advanced long-term and/or short-term actuarial modeling: premium calculation; policy values; multiple state models; multiple decrement models; joint life and last survivor models; pension mathematics; pricing and reserving of equity-linked life insurance; coverage modifications; construction and selection of parametric models; credibility theory; pricing and reserving for short-term insurance coverages; reinsurance coverages.,,,,,"Lecture, 3 hours per week; Lab, 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P30,MATH,3P30,MATHEMATICS COURSES,",",,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P82,MATH,2P82,MATHEMATICS COURSES,",or permission of the instructor.",,,,"open to COSC (single or combined), BCB, CAST , CNET , GAMP and NEUR Neurocomputing stream majors.","this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. #MATH 4P61 Theory of Computation (also offered as COSC 4P61 ) Regular languages and finite state machines: deterministic and non-deterministic machines, Kleene's theorem, the pumping lemma, Myhill-Nerode Theorem and decidable questions. Context-free languages: generation by context-free grammars and acceptance by pushdown automata, pumping lemma, closure properties, decidability. Turing machines: recursively enumerable languages, universal Turing machines, halting problem and other undecidable questions.","Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P67,MATH,1P67,MATHEMATICS COURSES,(minimum 60 percent) and three and one-half,COSC credits.,,,,"MATH students who do not meet the prerequisite may take this course with permission of the Department of Mathematics and Statistics. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P71,MATH,4P71,MATHEMATICS COURSES,Combinatorics,"Review of basic enumeration including distribution problems, inclusion-exclusion and generating functions. Polya theory. Finite fields. Orthogonal Latin squares, affine and projective planes. Coding theory and cryptography.",,,,,"Lectures, 3 hours per week; tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P92,MATH,2P92,MATHEMATICS COURSES,(,2P71 ) or permission of the instructor.,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P90,MATH,4P90,MATHEMATICS COURSES,Euclidean and Non Euclidean Geometry II,"Topics in Euclidean and non-Euclidean geometry chosen from the classification of isometries in selected geometries, projective geometry, spherical geometry, finite geometries and axiomatic systems for plane Euclidean geometry.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P90,MATH,2P90,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P90,MATH,3P90,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P92,MATH,4P92,MATHEMATICS COURSES,Topics in Number Theory and Cryptography,"Topics may include algebraic number theory, analytic number theory and cryptography.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ; one of,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,",","2P81 , 2P92 ( 2P71 ), 3P12 ,",,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 2P81,STAT,2P81,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. *MATH 4P94 Relativity Theory and Black Holes (also offered as PHYS 4P94 ) Review of Special Relativity and Minkowski space-time. Introduction to General Relativity theory; the space-time metric, geodesics, light cones, horizons, asymptotic flatness; energy-momentum of particles and light rays. Curvature and field equations. Static black holes (Schwarzschild metric), properties of light rays and particle orbits. Rotating black holes (Kerr metric).","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,",","2P08 , 3P06 , PHYS 2P20 and 2P50 or permission of the instructor.",,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 4P96,MATH,4P96,MATHEMATICS COURSES,Technology and Mathematics Education,"Critical appraisal of mathematics learning and teaching with digital technology, such as computer algebra systems and dynamic geometry software. Topics may include contemporary research concerning impact on curriculum; use in assessment; implementation in the classroom; mathematics computer games; use in modeling, probability, and statistics; data science and computational thinking; and the design of a rich technology-based mathematical activity.",,,open to MATH (Honours) BSc/BEd (Intermediate/Senior) majors and MATH (Honours) with concentration in Mathematics Education.,,"Lectures, 2 hours per week; lab/tutorial, 2 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P40,MATH,1P40,MATHEMATICS COURSES,and two and one-half MATH or,STAT credits or permission of the instructor.,,,,"Mathematics majors may register. Contact Department. Students in other programs will require permission of the Department. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1F92,STAT,1F92,STATISTICS COURSES,Introductory Statistics,"Description and comparison of data sets, linear regression analysis, basic probability theory, discrete probability distributions, binomial and normal distributions, Central Limit Theorem, confidence intervals and hypothesis tests on means and proportions, properties of t-, F- and chi-squared distributions, analysis of variance, inference on regression. Emphasis on interpretation of numerical results for all topics. Use of Minitab.",one grade 11 mathematics credit.,,,"designed for non-science majors. Major credit will not be granted to Mathematics majors. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in STAT (MATH) 1P98 and STAT (MATH) 1P99 .Concurrent enrolment in",3 hours per week,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P98,MATH,1P98,STATISTICS COURSES,or in,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P99,MATH,1P99,STATISTICS COURSES,is not permitted and credit will not be counted.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P50,STAT,1P50,STATISTICS COURSES,Introduction to Data Science,"Topics may include basic programming skills in Python and Git; data collection and reading; data visualization; introductory statistical concepts; machine learning fundamentals; basics of regressions, decision trees, and neural networks; data ethics.",Grade 11 math or any university math credit or permission of the instructor.,,,"Designed for all first-year students, including but not limited to the Faculty of Mathematics and Science students. The course includes a final project. Major credit will not be granted to Mathematics majors. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lecture, 3 hours per week; Lab/tutorial, 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P98,STAT,1P98,STATISTICS COURSES,Practical Statistics,"Descriptive statistics; probability of events; counting rules; discrete and continuous probability distributions: binomial, Poisson and normal distributions; Central Limit Theorem; confidence intervals and hypothesis testing; analysis of variance; contingency tables; correlation and regression; emphasis on real-world applications throughout; use of statistical computer software.",one grade 12 mathematics course or,,not open to Mathematics (single or combined) majors.,,"Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,STATISTICS COURSES,.,Completion of this course will replace previous assigned grade and credit obtained in,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P98,MATH,1P98,STATISTICS COURSES,",","STAT (MATH) 1P99 , or in STAT (MATH) 1F92 . Concurrent enrolment in",,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P99,STAT,1P99,STATISTICS COURSES,or in,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1F92,STAT,1F92,STATISTICS COURSES,is not permitted and credit will not be counted.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P99,STAT,1P99,STATISTICS COURSES,Applied Statistics for Life Sciences,"Visualization and interpretation of life science data using histograms, frequency tables, correlation and regression, and a variety of statistical measures; basic concepts of probability; applications of the binomial, Poisson and normal distributions; confidence intervals for proportions and means; hypothesis testing; contingency tables; introduction to ANOVA; emphasis on interpretation and use of Microsoft Excel software throughout.",one grade 12 Mathematics course or,,,,"Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,STATISTICS COURSES,.,,,,,"designed for students in the Life and Applied Health Sciences . This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in STAT (MATH) 1F92 , STAT (MATH) 1P98 , and",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P99,MATH,1P99,STATISTICS COURSES,. Concurrent enrolment in,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P98,STAT,1P98,STATISTICS COURSES,or in,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1F92,STAT,1F92,STATISTICS COURSES,is not permitted and credit will not be counted.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 2P81,STAT,2P81,STATISTICS COURSES,Probability,"Probability, events, algebra of sets, independence, conditional probability, Bayes' theorem; random variables and their univariate, multivariate, marginal and conditional distributions. Expected value of a random variable, the mean, variance and higher moments, moment generating function, Chebyshev's theorem. Common discrete and continuous distributions: Binomial, Poisson, hypergeometric, normal, uniform and exponential. Use of SAS, Maple or other statistical packages.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,STATISTICS COURSES,or,1P06 or permission of the instructor.,,,,may be taken concurrently with,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,STATISTICS COURSES,". This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",Completion of this course will replace previously assigned grade and credit obtained in,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
